1 0.15 5000.0 0.43
1 0.15 5000.0 0.19
1 0.14 5000.0 0.11
2 0.1 0.0 0.46
1 0.14 5000.0 0.54
1 0.13 5000.0 0.17
1 0.16 5000.0 0.68
10 0.1 45000.0 0.03
10 0.13 5000.0 0.9
10 0.12 5000.0 0.36
10 0.18 15000.0 0.49
10 0.3 25000.0 0.66
10 0.12 0.0 0.38
10 0.75 20000.0 0.99
10 0.67 30000.0 0.33
10 0.21 5000.0 0.08
10 0.13 10000.0 0.36
10 0.11 0.0 0.87
10 0.16 30000.0 0.46
10 0.26 55000.0 0.27
10 0.26 15000.0 0.52
10 0.29 15000.0 0.41
10 0.1 0.0 0.63
10 0.12 0.0 0.06
10 0.16 10000.0 0.82
10 0.47 35000.0 0.97
10 0.1 25000.0 0.25
10 0.54 35000.0 0.99
10 0.12 65000.0 0.73
10 0.34 15000.0 0.68
10 0.14 10000.0 0.58
10 0.62 30000.0 0.44
10 0.11 5000.0 0.51
10 0.23 10000.0 0.79
10 0.11 10000.0 0.73
10 0.14 10000.0 0.45
10 0.14 10000.0 0.6
1
65000
