1 0.15 5000.0 0.59
1 0.15 5000.0 0.71
1 0.14 5000.0 0.48
2 0.1 0.0 0.18
1 0.14 5000.0 0.1
1 0.13 5000.0 0.52
1 0.16 5000.0 0.53
10 0.1 45000.0 0.59
10 0.13 5000.0 0.25
10 0.12 5000.0 0.02
10 0.18 15000.0 0.46
10 0.3 25000.0 0.31
10 0.12 0.0 0.41
10 0.75 20000.0 0.28
10 0.67 30000.0 0.6
10 0.21 5000.0 0.86
10 0.13 10000.0 0.24
10 0.11 0.0 0.34
10 0.16 30000.0 0.67
10 0.26 55000.0 0.61
10 0.26 15000.0 0.31
10 0.29 15000.0 0.3
10 0.1 0.0 0.94
10 0.12 0.0 0.92
10 0.16 10000.0 0.62
10 0.47 35000.0 0.52
10 0.1 25000.0 0.55
10 0.54 35000.0 0.19
10 0.12 65000.0 0.06
10 0.34 15000.0 0.54
10 0.14 10000.0 0.22
10 0.62 30000.0 0.65
10 0.11 5000.0 0.31
10 0.23 10000.0 0.74
10 0.11 10000.0 0.11
10 0.14 10000.0 0.26
10 0.14 10000.0 0.33
1
65000
