1 0.15 5000.0 0.59
1 0.15 5000.0 0.43
1 0.14 5000.0 0.43
2 0.1 0.0 0.96
1 0.14 5000.0 0.9
1 0.13 5000.0 0.98
1 0.16 5000.0 0.75
10 0.1 45000.0 0.35
10 0.13 5000.0 0.74
10 0.12 5000.0 0.7
10 0.18 15000.0 0.55
10 0.3 25000.0 0.87
10 0.12 0.0 0.48
10 0.75 20000.0 0.22
10 0.67 30000.0 0.95
10 0.21 5000.0 0.71
10 0.13 10000.0 0.1
10 0.11 0.0 0.87
10 0.16 30000.0 0.66
10 0.26 55000.0 0.2
10 0.26 15000.0 0.2
10 0.29 15000.0 0.22
10 0.1 0.0 0.28
10 0.12 0.0 0.55
10 0.16 10000.0 0.41
10 0.47 35000.0 0.23
10 0.1 25000.0 0.98
10 0.54 35000.0 0.78
10 0.12 65000.0 0.83
10 0.34 15000.0 0.69
10 0.14 10000.0 0.39
10 0.62 30000.0 0.5
10 0.11 5000.0 0.3
10 0.23 10000.0 0.22
10 0.11 10000.0 0.28
10 0.14 10000.0 0.98
10 0.14 10000.0 0.08
1
65000
