1 0.15 5000.0 0.5
1 0.15 5000.0 0.46
1 0.14 5000.0 0.78
2 0.1 0.0 0.07
1 0.14 5000.0 0.38
1 0.13 5000.0 0.07
1 0.16 5000.0 0.41
10 0.1 45000.0 0.69
10 0.13 5000.0 0.31
10 0.12 5000.0 0.53
10 0.18 15000.0 0.4
10 0.3 25000.0 0.61
10 0.12 0.0 0.82
10 0.75 20000.0 0.39
10 0.67 30000.0 0.6
10 0.21 5000.0 0.8
10 0.13 10000.0 0.93
10 0.11 0.0 0.05
10 0.16 30000.0 0.52
10 0.26 55000.0 0.13
10 0.26 15000.0 0.59
10 0.29 15000.0 0.96
10 0.1 0.0 0.22
10 0.12 0.0 0.15
10 0.16 10000.0 0.11
10 0.47 35000.0 0.83
10 0.1 25000.0 0.44
10 0.54 35000.0 0.67
10 0.12 65000.0 0.63
10 0.34 15000.0 0.64
10 0.14 10000.0 0.06
10 0.62 30000.0 0.59
10 0.11 5000.0 0.82
10 0.23 10000.0 0.2
10 0.11 10000.0 0.4
10 0.14 10000.0 0.52
10 0.14 10000.0 0.9
1
65000
