1 0.15 5000.0 0.81
1 0.15 5000.0 0.51
1 0.14 5000.0 0.31
2 0.1 0.0 0.65
1 0.14 5000.0 0.3
1 0.13 5000.0 0.71
1 0.16 5000.0 0.77
10 0.1 45000.0 0.09
10 0.13 5000.0 0.63
10 0.12 5000.0 0.89
10 0.18 15000.0 0.23
10 0.3 25000.0 0.29
10 0.12 0.0 0.82
10 0.75 20000.0 0.01
10 0.67 30000.0 0.23
10 0.21 5000.0 0.53
10 0.13 10000.0 0.92
10 0.11 0.0 0.63
10 0.16 30000.0 0.04
10 0.26 55000.0 0.06
10 0.26 15000.0 0.41
10 0.29 15000.0 0.9
10 0.1 0.0 0.27
10 0.12 0.0 0.19
10 0.16 10000.0 0.06
10 0.47 35000.0 0.02
10 0.1 25000.0 0.77
10 0.54 35000.0 0.32
10 0.12 65000.0 0.31
10 0.34 15000.0 0.98
10 0.14 10000.0 0.04
10 0.62 30000.0 0.61
10 0.11 5000.0 0.32
10 0.23 10000.0 0.01
10 0.11 10000.0 0.69
10 0.14 10000.0 0.13
10 0.14 10000.0 0.7
1
65000
